member_srl,dpo087,dpo090,cto089,dpo089,cto087,cto090,dpq087,dpq090,dpq089,aas089,gpd089,cto088,gpd087
997172,15.87,19.21,19.0,18.25,22.0,18.0,9.36,6.08,6.08,649540.0,1774.7,0.0,2015.03
104335759,17.38,15.87,18.0,19.21,20.0,22.0,7.16,4.24,6.76,360070.0,983.8,11.0,1299.89
506087,40.56,40.56,0.0,0.0,8.0,8.0,28.08,26.07,0.0,0.0,0.0,9.0,709.78
693029,36.5,26.07,3.0,91.25,9.0,13.0,28.08,15.87,60.83,44030.0,120.3,8.0,424.23
19833039,24.33,10.74,17.0,20.28,14.0,33.0,21.47,5.37,14.04,188710.0,515.6,12.0,455.38
104746503,16.59,17.38,13.0,26.07,21.0,20.0,5.53,6.4,10.14,346390.0,946.42,0.0,1697.08
61697,36.5,36.5,0.0,0.0,9.0,9.0,22.81,26.07,0.0,0.0,0.0,8.0,872.51
28271106,17.38,18.25,24.0,14.6,20.0,19.0,12.17,11.06,8.3,403800.0,1103.28,12.0,602.21
170113,36.5,40.56,0.0,0.0,9.0,8.0,30.42,28.08,0.0,0.0,0.0,8.0,481.01
19390099,21.47,12.59,23.0,15.21,16.0,28.0,19.21,8.9,11.77,161440.0,441.09,16.0,353.42
30732961,15.21,20.28,13.0,26.07,23.0,17.0,7.6,9.86,5.79,328970.0,898.83,10.0,795.9
4590126,20.28,17.38,6.0,52.14,17.0,20.0,5.7,9.61,40.56,80000.0,218.58,22.0,654.48
186227,17.38,28.08,6.0,52.14,20.0,12.0,6.29,14.04,28.08,92700.0,253.28,27.0,1609.34
1463366,36.5,28.08,0.0,0.0,9.0,12.0,33.18,11.77,0.0,0.0,0.0,9.0,992.16
1465911,45.63,10.43,27.0,13.04,7.0,34.0,33.18,5.07,7.6,354310.0,968.06,6.0,409.95
9618543,52.14,10.14,12.0,28.08,6.0,35.0,36.5,3.65,12.59,522280.0,1426.99,3.0,462.95
363135,45.63,28.08,3.0,91.25,7.0,12.0,28.08,21.47,73.0,60600.0,165.57,0.0,457.38
1459532,36.5,24.33,3.0,91.25,9.0,14.0,19.21,20.28,73.0,24870.0,67.95,19.0,217.68
14922109,19.21,13.04,16.0,21.47,18.0,27.0,8.11,4.62,11.06,529000.0,1445.36,0.0,2839.75
6402094,14.04,24.33,13.0,26.07,25.0,14.0,10.14,5.53,14.6,160830.0,439.43,9.0,1503.91
3340391,17.38,24.33,6.0,52.14,20.0,14.0,7.77,18.25,20.28,109510.0,299.21,2.0,1067.19
8060899,19.21,14.6,23.0,15.21,18.0,24.0,8.3,3.97,2.92,701580.0,1916.89,11.0,1578.44
80887,40.56,45.63,0.0,0.0,8.0,7.0,33.18,36.5,0.0,0.0,0.0,4.0,587.57
2232993,14.04,36.5,21.0,16.59,25.0,9.0,4.8,24.33,6.4,436890.0,1193.69,4.0,2537.1
56139,24.33,20.28,4.0,73.0,14.0,17.0,12.17,15.21,73.0,51670.0,141.17,5.0,1076.09
46545525,15.87,16.59,14.0,24.33,22.0,21.0,10.74,9.13,8.3,408830.0,1117.02,1.0,2514.32
107561714,24.33,10.43,14.0,24.33,14.0,34.0,24.33,8.49,19.21,191240.0,522.51,5.0,497.51
100808265,20.28,15.87,6.0,52.14,17.0,22.0,14.6,6.52,52.14,89860.0,245.52,0.0,1745.11
1527616,15.21,18.25,18.0,19.21,23.0,19.0,9.13,12.17,10.43,187360.0,511.91,0.0,866.07
174853,14.6,28.08,10.0,33.18,24.0,12.0,3.02,5.14,19.21,530810.0,1450.3,0.0,3090.9
7021576,60.83,14.6,17.0,20.28,5.0,24.0,60.83,5.14,5.21,313180.0,855.68,0.0,160.57
4072706,18.25,30.42,5.0,60.83,19.0,11.0,11.06,21.47,60.83,31440.0,85.9,17.0,917.4
985467,20.28,12.17,17.0,20.28,17.0,29.0,10.74,3.88,9.86,585460.0,1599.62,4.0,1666.07
1990402,13.52,36.5,11.0,30.42,26.0,9.0,9.13,20.28,19.21,115070.0,314.4,11.0,1577.62
14206714,15.21,19.21,20.0,17.38,23.0,18.0,8.3,11.77,3.32,691380.0,1889.02,16.0,1783.03
8649197,15.87,20.28,23.0,15.21,22.0,17.0,6.4,13.52,7.6,398640.0,1089.18,11.0,1109.92
2503854,15.87,28.08,7.0,45.63,22.0,12.0,4.62,8.9,26.07,94650.0,258.61,16.0,1894.62
209125,45.63,45.63,3.0,91.25,7.0,7.0,30.42,28.08,73.0,50930.0,139.15,12.0,781.53
74777,45.63,40.56,0.0,0.0,7.0,8.0,19.21,40.56,0.0,0.0,0.0,10.0,639.29
1284951,45.63,26.07,0.0,0.0,7.0,13.0,24.33,17.38,0.0,0.0,0.0,11.0,393.14
70718820,19.21,16.59,6.0,52.14,18.0,21.0,11.77,8.9,26.07,58050.0,158.61,16.0,696.75
104113165,15.21,17.38,14.0,24.33,23.0,20.0,6.29,12.17,13.04,208220.0,568.91,14.0,1435.63
227882,14.04,28.08,9.0,36.5,25.0,12.0,7.93,22.81,28.08,130870.0,357.57,8.0,1829.45
580189,22.81,20.28,4.0,73.0,15.0,17.0,19.21,11.06,60.83,57820.0,157.98,23.0,820.03
2212200,14.04,33.18,23.0,15.21,25.0,10.0,5.98,13.04,10.14,856100.0,2339.07,8.0,2043.72
26388949,16.59,15.21,21.0,16.59,21.0,23.0,12.59,10.43,12.17,201300.0,550.0,10.0,616.94
7377494,14.04,21.47,18.0,19.21,25.0,16.0,6.08,11.06,7.6,1308880.0,3576.17,19.0,2775.68
51383679,26.07,15.87,33.0,10.74,13.0,22.0,20.28,10.14,2.1,667220.0,1823.01,0.0,473.2
2034692,14.6,30.42,24.0,14.6,24.0,11.0,2.07,22.81,5.98,601700.0,1643.99,12.0,2841.37
5338746,40.56,20.28,0.0,0.0,8.0,17.0,30.42,11.77,0.0,0.0,0.0,13.0,740.38
615240,14.6,36.5,7.0,45.63,24.0,9.0,9.36,19.21,22.81,56340.0,153.93,0.0,1053.23
2033513,15.87,26.07,6.0,52.14,22.0,13.0,9.86,20.28,40.56,178300.0,487.16,13.0,1843.06
3948642,13.04,24.33,17.0,20.28,27.0,14.0,6.76,20.28,3.09,252190.0,689.04,7.0,1268.63
13940293,60.83,13.04,14.0,24.33,5.0,27.0,52.14,3.15,8.69,971620.0,2654.7,9.0,446.2
101095169,36.5,11.41,32.0,11.06,9.0,31.0,28.08,5.7,5.7,416870.0,1138.99,5.0,456.75
2703627,15.21,24.33,7.0,45.63,23.0,14.0,8.69,12.59,40.56,69440.0,189.73,18.0,1021.37
3100235,18.25,45.63,5.0,60.83,19.0,7.0,4.74,33.18,52.14,47650.0,130.19,7.0,2022.16
47923650,14.6,18.25,18.0,19.21,24.0,19.0,4.4,10.14,7.16,446950.0,1221.17,18.0,1927.02
201383,40.56,52.14,0.0,0.0,8.0,6.0,22.81,28.08,0.0,0.0,0.0,12.0,707.92
101406936,16.59,14.6,19.0,18.25,21.0,24.0,8.11,4.24,4.24,815830.0,2229.04,9.0,1950.85
26700942,13.52,20.28,17.0,20.28,26.0,17.0,8.69,12.59,14.04,411940.0,1125.52,7.0,1578.55
5290687,22.81,21.47,4.0,73.0,15.0,16.0,5.07,7.6,73.0,36680.0,100.22,13.0,1741.07
1984823,15.21,30.42,6.0,52.14,23.0,11.0,12.17,19.21,36.5,111210.0,303.85,24.0,1952.6
15554038,12.59,30.42,17.0,20.28,28.0,11.0,3.61,18.25,3.65,546690.0,1493.69,11.0,4422.76
684054,13.04,30.42,10.0,33.18,27.0,11.0,6.52,21.47,26.07,154370.0,421.78,12.0,1534.1
361488,36.5,52.14,3.0,91.25,9.0,6.0,14.04,33.18,73.0,35520.0,97.05,7.0,473.14
10392764,40.56,8.9,21.0,16.59,8.0,40.0,36.5,5.79,4.35,575630.0,1572.76,15.0,687.38
22229231,33.18,9.36,9.0,36.5,10.0,38.0,12.17,2.92,17.38,162490.0,443.96,28.0,710.19
4444296,17.38,19.21,6.0,52.14,20.0,18.0,7.3,10.74,45.63,104690.0,286.04,27.0,2263.03
413381,33.18,45.63,0.0,0.0,10.0,7.0,9.13,28.08,0.0,0.0,0.0,12.0,1812.27
101284858,19.21,14.04,7.0,45.63,18.0,25.0,10.14,6.52,14.6,225120.0,615.08,15.0,1891.26
21580112,20.28,14.04,27.0,13.04,17.0,25.0,11.77,7.16,8.11,270020.0,737.76,4.0,730.63
5304688,15.21,15.21,18.0,19.21,23.0,23.0,14.6,7.77,15.87,453060.0,1237.87,15.0,1096.07
2167192,15.21,22.81,7.0,45.63,23.0,15.0,6.4,13.52,33.18,149010.0,407.13,20.0,1472.95
66957,21.47,60.83,5.0,60.83,16.0,5.0,17.38,52.14,60.83,74810.0,204.4,11.0,1979.78
199942,12.59,26.07,13.0,26.07,28.0,13.0,7.93,7.16,10.14,234490.0,640.68,2.0,1226.75
45442277,21.47,11.41,23.0,15.21,16.0,31.0,15.21,7.93,8.69,270810.0,739.92,15.0,698.47
107252525,36.5,8.69,16.0,21.47,9.0,41.0,22.81,4.4,9.13,364840.0,996.83,10.0,382.19
5174454,15.87,15.21,21.0,16.59,22.0,23.0,9.86,10.43,8.11,316410.0,864.51,8.0,983.09
107535947,19.21,12.17,21.0,16.59,18.0,29.0,10.74,5.07,6.76,710060.0,1940.05,8.0,1668.09
73636,21.47,73.0,13.0,26.07,16.0,4.0,4.06,45.63,9.61,248010.0,677.62,0.0,2844.07
1192586,15.21,15.87,11.0,30.42,23.0,22.0,7.6,8.49,9.36,297310.0,812.32,11.0,2627.66
454501,16.59,60.83,9.0,36.5,21.0,5.0,10.14,52.14,28.08,115540.0,315.68,10.0,1901.12
4387236,15.87,15.87,10.0,33.18,22.0,22.0,3.32,5.79,5.21,676064.0,1847.17,6.0,4822.01
48313169,15.87,14.6,20.0,17.38,22.0,24.0,8.9,6.64,10.14,415410.0,1135.0,13.0,1365.63
146600,13.04,36.5,9.0,36.5,27.0,9.0,3.51,16.59,9.86,63920.0,174.64,21.0,1109.15
44974437,21.47,12.17,7.0,45.63,16.0,29.0,7.45,5.62,26.07,157770.0,431.07,24.0,977.95
9935486,21.47,14.6,30.0,11.77,16.0,24.0,19.21,4.24,3.48,1186590.0,3242.05,13.0,1162.9
5968450,15.87,21.47,6.0,52.14,22.0,16.0,6.52,15.87,26.07,27500.0,75.14,8.0,1326.69
69192848,30.42,9.36,23.0,15.21,11.0,38.0,14.04,4.68,6.29,558870.0,1526.97,8.0,567.92
1030445,28.08,28.08,3.0,91.25,12.0,12.0,12.59,20.28,73.0,65300.0,178.42,15.0,901.07
59277,52.14,40.56,3.0,91.25,6.0,8.0,30.42,20.28,60.83,38860.0,106.17,4.0,171.8
10091619,30.42,21.47,0.0,0.0,11.0,16.0,22.81,13.52,0.0,0.0,0.0,11.0,378.8
6169381,12.17,26.07,18.0,19.21,29.0,13.0,5.53,15.21,4.74,824560.0,2252.9,39.0,4753.85
5911623,18.25,20.28,30.0,11.77,19.0,17.0,7.45,11.77,4.45,514880.0,1406.78,20.0,1116.67
44798,17.38,60.83,7.0,45.63,20.0,5.0,13.52,60.83,36.5,106590.0,291.23,6.0,1009.18
435151,52.14,36.5,0.0,0.0,6.0,9.0,36.5,36.5,0.0,0.0,0.0,17.0,229.73
1838856,60.83,18.25,5.0,60.83,5.0,19.0,52.14,8.69,36.5,190740.0,521.15,13.0,456.67
6928067,26.07,11.06,29.0,12.17,13.0,32.0,24.33,6.76,6.52,607760.0,1660.55,16.0,847.57
101431953,13.52,16.59,17.0,20.28,26.0,21.0,9.86,10.43,4.01,687180.0,1877.54,9.0,2953.2
38377551,18.25,14.6,27.0,13.04,19.0,24.0,10.74,7.93,5.53,683175.0,1866.6,0.0,766.37
13689599,12.17,36.5,23.0,15.21,29.0,9.0,10.43,18.25,7.6,569240.0,1555.3,0.0,2192.65
27358904,18.25,17.38,30.0,11.77,19.0,20.0,18.25,13.52,6.89,312810.0,854.67,7.0,996.48
6348601,45.63,17.38,0.0,0.0,7.0,20.0,24.33,9.36,0.0,0.0,0.0,14.0,514.62
9896764,14.04,17.38,10.0,33.18,25.0,20.0,5.53,12.17,19.21,282140.0,770.87,18.0,1399.7
7374064,30.42,12.59,34.0,10.43,11.0,28.0,24.33,7.6,3.58,910200.0,2486.89,8.0,943.09
24781317,12.59,20.28,13.0,26.07,28.0,17.0,5.21,11.06,22.81,171730.0,469.21,7.0,2121.39
17513157,16.59,14.04,9.0,36.5,21.0,25.0,4.87,8.69,13.04,208000.0,568.31,25.0,1349.37
30952947,13.04,22.81,9.0,36.5,27.0,15.0,4.4,12.17,36.5,118940.0,324.97,20.0,1866.99
6134258,60.83,12.59,24.0,14.6,5.0,28.0,20.28,5.89,5.21,720220.0,1967.81,5.0,209.86
105925466,11.77,24.33,13.0,26.07,30.0,14.0,7.45,14.04,14.6,328170.0,896.64,15.0,1492.9
11959435,15.87,13.52,20.0,17.38,22.0,26.0,10.14,7.3,7.3,688520.0,1881.2,8.0,1784.81
36139,52.14,15.21,35.0,10.14,6.0,23.0,28.08,8.49,4.8,816090.0,2229.75,0.0,152.4
45182,30.42,52.14,0.0,0.0,11.0,6.0,22.81,40.56,0.0,0.0,0.0,6.0,552.98
531379,11.41,30.42,19.0,18.25,31.0,11.0,6.4,22.81,9.36,190980.0,521.8,7.0,1367.4
21696562,19.21,26.07,4.0,73.0,18.0,13.0,3.29,14.6,26.07,128520.0,351.15,10.0,4075.71
3551198,45.63,9.36,27.0,13.04,7.0,38.0,33.18,4.68,4.56,685990.0,1874.29,0.0,355.6
434367,52.14,26.07,0.0,0.0,6.0,13.0,40.56,21.47,0.0,0.0,0.0,0.0,242.54
1890842,26.07,33.18,3.0,91.25,13.0,10.0,14.04,20.28,91.25,26730.0,73.03,13.0,583.47
100439523,33.18,9.13,7.0,45.63,10.0,39.0,18.25,3.84,36.5,158090.0,431.94,15.0,789.73
5344516,14.6,14.6,16.0,21.47,24.0,24.0,2.81,7.3,7.3,359828.0,983.14,25.0,6262.53
2967310,15.87,24.33,5.0,60.83,22.0,14.0,6.29,18.25,52.14,92480.0,252.68,19.0,2904.67
390161,52.14,45.63,0.0,0.0,6.0,7.0,24.33,24.33,0.0,0.0,0.0,5.0,412.68
40915720,14.6,15.21,21.0,16.59,24.0,23.0,6.19,8.69,7.16,405490.0,1107.9,3.0,1448.85
1990174,12.59,36.5,7.0,45.63,28.0,9.0,9.86,26.07,22.81,311980.0,852.4,25.0,2347.62
7864708,11.06,30.42,14.0,24.33,32.0,11.0,4.93,16.59,22.81,245120.0,669.73,21.0,2536.37
105004994,24.33,9.86,23.0,15.21,14.0,36.0,13.52,3.97,9.61,566930.0,1548.99,4.0,868.88
18483379,19.21,10.74,15.0,22.81,18.0,33.0,10.14,8.49,8.9,212880.0,581.64,14.0,1579.26
395348,11.41,40.56,10.0,33.18,31.0,8.0,7.93,30.42,28.08,201830.0,551.45,24.0,2797.73
9961026,13.52,17.38,23.0,15.21,26.0,20.0,12.59,9.86,6.4,477760.0,1305.36,0.0,1986.78
11527111,20.28,13.04,29.0,12.17,17.0,27.0,15.87,9.86,8.49,214460.0,585.96,11.0,462.84
16652206,11.41,26.07,12.0,28.08,31.0,13.0,3.09,17.38,10.74,258470.0,706.2,6.0,2895.16
209108,14.6,13.52,14.0,24.33,24.0,26.0,13.04,2.83,9.13,376630.0,1029.04,22.0,1766.31
2106704,11.06,26.07,16.0,21.47,32.0,13.0,4.15,16.59,13.04,209390.0,572.1,22.0,1784.45
3388678,13.52,21.47,7.0,45.63,26.0,16.0,6.29,13.04,40.56,87500.0,239.07,25.0,1427.4
122816,36.5,60.83,0.0,0.0,9.0,5.0,28.08,45.63,0.0,0.0,0.0,0.0,552.68
1176433,13.52,15.21,15.0,22.81,26.0,23.0,6.52,7.45,9.36,271860.0,742.79,23.0,1634.62
1417276,28.08,21.47,0.0,0.0,12.0,16.0,11.41,8.69,0.0,0.0,0.0,14.0,1356.8
363891,28.08,19.21,3.0,91.25,12.0,18.0,24.33,12.59,91.25,39260.0,107.27,4.0,575.0
26188013,22.81,9.61,15.0,22.81,15.0,37.0,11.41,5.98,19.21,271650.0,742.21,19.0,862.16
108163421,12.59,16.59,14.0,24.33,28.0,21.0,9.36,10.14,18.25,652920.0,1783.93,0.0,2124.73
596045,60.83,13.52,6.0,52.14,5.0,26.0,12.17,2.79,12.17,246880.0,674.54,0.0,243.47
1191777,24.33,36.5,0.0,0.0,14.0,9.0,21.47,21.47,0.0,0.0,0.0,5.0,1074.62
6914085,14.04,15.21,21.0,16.59,25.0,23.0,4.62,10.14,5.7,556380.0,1520.16,0.0,1831.2
500849,14.6,20.28,6.0,52.14,24.0,17.0,4.4,5.37,16.59,115450.0,315.44,12.0,2426.26
37712581,14.6,19.21,27.0,13.04,24.0,18.0,6.89,8.49,4.29,672020.0,1836.12,20.0,2519.78
2716355,17.38,12.17,8.0,40.56,20.0,29.0,13.04,8.9,36.5,303190.0,828.39,20.0,2821.8
10426,45.63,60.83,0.0,0.0,7.0,5.0,36.5,36.5,0.0,0.0,0.0,8.0,589.4
461780,19.21,12.59,6.0,52.14,18.0,28.0,7.6,7.77,16.59,133100.0,363.66,39.0,1413.83
14607263,14.04,14.04,16.0,21.47,25.0,25.0,4.93,2.2,6.76,624210.0,1705.49,1.0,2258.14
659506,10.43,36.5,14.0,24.33,34.0,9.0,4.01,30.42,14.6,343210.0,937.73,0.0,2749.25
23918129,12.17,18.25,12.0,28.08,29.0,19.0,4.56,7.45,10.74,201180.0,549.67,6.0,2359.7
3363691,24.33,11.41,30.0,11.77,14.0,31.0,13.52,3.8,2.7,1326730.0,3624.95,7.0,546.61
110923537,11.77,21.47,10.0,33.18,30.0,16.0,3.2,16.59,15.87,183400.0,501.09,17.0,1503.88
218414,52.14,52.14,0.0,0.0,6.0,6.0,21.47,36.5,0.0,0.0,0.0,14.0,653.47
17988492,11.41,21.47,11.0,30.42,31.0,16.0,6.29,12.59,16.59,372064.0,1016.57,19.0,2622.28
2395878,12.17,30.42,26.0,13.52,29.0,11.0,7.77,30.42,4.24,1470030.0,4016.48,8.0,2174.21
2103016,17.38,20.28,32.0,11.06,20.0,17.0,11.77,12.59,5.07,887050.0,2423.63,30.0,2191.23
6438643,10.14,30.42,15.0,22.81,35.0,11.0,7.6,14.04,14.04,444130.0,1213.47,0.0,3017.89
7817939,13.52,14.6,11.0,30.42,26.0,24.0,7.77,9.86,19.21,141850.0,387.57,28.0,2824.67
3661647,13.52,14.04,18.0,19.21,26.0,25.0,7.45,8.49,11.77,438660.0,1198.52,10.0,1790.55
2450731,22.81,9.86,8.0,40.56,15.0,36.0,15.21,7.02,21.47,113510.0,310.14,10.0,740.98
36923881,15.21,13.52,8.0,40.56,23.0,26.0,12.59,7.45,21.47,122450.0,334.56,4.0,751.39
3140797,28.08,8.69,19.0,18.25,12.0,41.0,13.52,1.75,7.93,554570.0,1515.22,10.0,673.42
5316854,12.59,15.21,15.0,22.81,28.0,23.0,7.6,7.3,14.6,186530.0,509.64,5.0,2109.08
1429045,10.43,24.33,13.0,26.07,34.0,14.0,7.6,18.25,18.25,412670.0,1127.51,11.0,2062.73
4239198,12.17,33.18,6.0,52.14,29.0,10.0,9.61,22.81,45.63,55650.0,152.05,22.0,2292.54
10043381,16.59,15.87,29.0,12.17,21.0,22.0,9.36,7.02,2.81,1323670.0,3616.58,13.0,1451.23
8340232,15.21,16.59,28.0,12.59,23.0,21.0,8.9,12.17,2.64,520200.0,1421.31,3.0,737.3
1147138,17.38,14.04,28.0,12.59,20.0,25.0,3.32,10.43,3.51,679170.0,1855.66,8.0,1133.31
39012156,11.77,18.25,21.0,16.59,30.0,19.0,7.16,9.61,9.36,471640.0,1288.63,26.0,4220.44
104922531,13.04,20.28,7.0,45.63,27.0,17.0,1.81,4.06,8.69,512530.0,1400.36,1.0,6193.91
86962,60.83,60.83,5.0,60.83,5.0,5.0,60.83,30.42,60.83,58500.0,159.84,7.0,132.57
3048631,9.86,36.5,16.0,21.47,36.0,9.0,4.45,30.42,9.36,187930.0,513.47,17.0,2355.93
74502,17.38,21.47,4.0,73.0,20.0,16.0,7.93,9.13,73.0,186560.0,509.73,16.0,2660.52
140902,22.81,40.56,3.0,91.25,15.0,8.0,13.52,21.47,91.25,30300.0,82.79,12.0,1410.96
5551753,12.17,15.87,19.0,18.25,29.0,22.0,6.52,9.86,4.35,1061900.0,2901.37,36.0,3453.61
1452271,10.43,30.42,10.0,33.18,34.0,11.0,1.98,24.33,14.6,144890.0,395.87,5.0,2837.76
13624219,10.74,28.08,9.0,36.5,33.0,12.0,3.07,18.25,17.38,251640.0,687.54,14.0,4189.97
3525175,11.41,19.21,11.0,30.42,31.0,18.0,2.74,9.36,13.52,179240.0,489.73,14.0,3476.56
77679088,10.74,20.28,13.0,26.07,33.0,17.0,5.45,11.41,12.59,432090.0,1180.57,3.0,3452.68
15820927,15.87,12.59,24.0,14.6,22.0,28.0,8.3,7.16,5.98,671080.0,1833.55,16.0,1376.12
2192625,19.21,15.87,4.0,73.0,18.0,22.0,7.6,14.04,28.08,97550.0,266.53,1.0,1429.29
137126,12.17,24.33,6.0,52.14,29.0,14.0,9.36,21.47,36.5,69060.0,188.69,8.0,1645.36
2667737,13.04,14.04,18.0,19.21,27.0,25.0,4.1,6.19,12.17,1124030.0,3071.12,19.0,3669.04
172466,16.59,33.18,34.0,10.43,21.0,10.0,10.74,22.81,8.49,915677.0,2501.85,7.0,1493.44
1278295,60.83,14.04,5.0,60.83,5.0,25.0,60.83,8.11,30.42,205880.0,562.51,14.0,375.16
6355968,12.17,15.21,16.0,21.47,29.0,23.0,1.7,9.86,10.14,840882.0,2297.49,15.0,7497.79
298399,22.81,45.63,0.0,0.0,15.0,7.0,19.21,40.56,0.0,0.0,0.0,10.0,1587.65
629425,26.07,10.43,31.0,11.41,13.0,34.0,22.81,4.62,4.74,903200.0,2467.76,13.0,381.09
12438548,9.86,28.08,19.0,18.25,36.0,12.0,3.41,18.25,11.77,211850.0,578.83,18.0,2983.66
25034115,10.74,22.81,9.0,36.5,33.0,15.0,7.6,14.6,15.87,101500.0,277.32,22.0,2977.9
11284703,28.08,15.21,0.0,0.0,12.0,23.0,22.81,7.93,0.0,0.0,0.0,15.0,556.64
1323201,22.81,26.07,0.0,0.0,15.0,13.0,9.36,17.38,0.0,0.0,0.0,13.0,1035.77
24703342,17.38,10.74,20.0,17.38,20.0,33.0,11.41,4.93,8.49,1751210.0,4784.73,9.0,1822.35
4092673,9.61,28.08,14.0,24.33,37.0,12.0,5.21,24.33,4.29,186660.0,510.0,12.0,2028.99
10370438,36.5,11.06,36.0,9.86,9.0,32.0,30.42,6.64,3.8,684410.0,1869.97,7.0,181.28
678877,10.14,22.81,14.0,24.33,35.0,15.0,3.26,7.77,8.69,306630.0,837.79,15.0,3823.72
33659317,11.06,21.47,23.0,15.21,32.0,16.0,3.84,11.41,8.69,197880.0,540.66,6.0,1142.81
101498028,10.14,24.33,21.0,16.59,35.0,14.0,5.53,16.59,15.21,250580.0,684.64,11.0,1829.84
105217971,15.21,11.41,14.0,24.33,23.0,31.0,7.93,7.77,11.77,225240.0,615.41,24.0,1233.03
761409,16.59,12.59,27.0,13.04,21.0,28.0,15.21,7.45,7.6,1102710.0,3012.87,0.0,1007.02
532915,10.74,21.47,22.0,15.87,33.0,16.0,3.07,19.21,8.69,564140.0,1541.37,1.0,2277.65
14447907,13.52,22.81,5.0,60.83,26.0,15.0,6.52,11.06,52.14,36750.0,100.41,28.0,1374.7
417424,21.47,28.08,0.0,0.0,16.0,12.0,19.21,18.25,0.0,0.0,0.0,8.0,1332.62
6030566,12.59,14.04,12.0,28.08,28.0,25.0,6.52,6.08,12.17,209440.0,572.24,28.0,2088.99
320597,28.08,60.83,0.0,0.0,12.0,5.0,21.47,45.63,0.0,0.0,0.0,4.0,838.72
4458988,36.5,12.59,0.0,0.0,9.0,28.0,17.38,1.62,0.0,0.0,0.0,16.0,1147.16
3554968,11.41,36.5,6.0,52.14,31.0,9.0,5.37,22.81,19.21,182480.0,498.58,10.0,2188.39
1656510,10.74,36.5,7.0,45.63,33.0,9.0,4.24,28.08,30.42,121320.0,331.48,18.0,3530.68
20629384,36.5,12.17,3.0,91.25,9.0,29.0,21.47,3.38,73.0,75900.0,207.38,11.0,542.57
8093728,9.36,30.42,13.0,26.07,38.0,11.0,5.62,20.28,18.25,194590.0,531.67,17.0,2990.44
21136055,60.83,11.77,27.0,13.04,5.0,30.0,52.14,4.8,3.51,1101140.0,3008.58,5.0,275.82
102693419,14.04,13.04,9.0,36.5,25.0,27.0,6.29,8.9,28.08,181940.0,497.1,22.0,954.56
1902510,19.21,11.41,28.0,12.59,18.0,31.0,12.17,4.62,5.29,587740.0,1605.85,7.0,1032.3
18322417,14.04,14.6,7.0,45.63,25.0,24.0,4.74,1.15,7.3,506810.0,1384.73,28.0,2538.74
6083507,17.38,13.04,29.0,12.17,20.0,27.0,9.61,4.93,5.07,704800.0,1925.68,15.0,931.34
30664947,9.36,33.18,13.0,26.07,38.0,10.0,2.87,14.6,7.6,324350.0,886.2,13.0,7727.63
533404,21.47,40.56,0.0,0.0,16.0,8.0,9.36,30.42,0.0,0.0,0.0,21.0,891.34
6698849,14.04,12.59,21.0,16.59,25.0,28.0,4.68,5.21,1.99,633630.0,1731.23,17.0,2168.43
13937237,9.86,22.81,12.0,28.08,36.0,15.0,5.0,9.61,21.47,175470.0,479.43,23.0,2800.33
26444,22.81,52.14,3.0,91.25,15.0,6.0,17.38,20.28,73.0,31920.0,87.21,13.0,538.66
45456862,10.74,18.25,11.0,30.42,33.0,19.0,4.45,10.43,21.47,170110.0,464.78,21.0,1930.6
28727661,12.59,18.25,27.0,13.04,28.0,19.0,8.3,14.04,7.77,356517.0,974.09,9.0,1305.57
1144365,15.21,45.63,4.0,73.0,23.0,7.0,10.14,36.5,73.0,44700.0,122.13,15.0,1264.45
40604080,10.14,19.21,18.0,19.21,35.0,18.0,7.02,6.52,18.25,283620.0,774.92,27.0,3914.54
75268194,10.74,17.38,12.0,28.08,33.0,20.0,3.44,12.59,8.3,490680.0,1340.66,12.0,4400.55
4570611,9.86,45.63,10.0,33.18,36.0,7.0,4.2,33.18,26.07,261700.0,715.03,10.0,2518.03
209723,20.28,30.42,3.0,91.25,17.0,11.0,8.69,16.59,36.5,45870.0,125.33,5.0,1568.96
105668966,18.25,12.59,30.0,11.77,19.0,28.0,10.74,6.4,7.77,301710.0,824.34,3.0,993.22
2748677,9.13,36.5,13.0,26.07,39.0,9.0,3.41,19.21,15.87,305300.0,834.15,21.0,10187.25
30446928,19.21,11.06,28.0,12.59,18.0,32.0,13.04,6.19,6.89,244580.0,668.25,22.0,863.52
22072649,30.42,13.04,0.0,0.0,11.0,27.0,18.25,9.36,0.0,0.0,0.0,0.0,592.54
64457818,11.41,16.59,10.0,33.18,31.0,21.0,2.16,3.76,8.49,404680.0,1105.68,14.0,6662.68
14360023,60.83,16.59,4.0,73.0,5.0,21.0,60.83,8.9,73.0,351300.0,959.84,3.0,313.28
1405091,20.28,33.18,0.0,0.0,17.0,10.0,14.6,17.38,0.0,0.0,0.0,10.0,1391.34
53302686,26.07,15.21,3.0,91.25,13.0,23.0,5.79,9.86,17.38,28400.0,77.6,14.0,580.87
3575011,21.47,24.33,0.0,0.0,16.0,14.0,13.52,6.52,0.0,0.0,0.0,18.0,996.69
1309226,12.59,45.63,5.0,60.83,28.0,7.0,4.62,40.56,30.42,70910.0,193.74,5.0,3665.51
1902222,10.43,18.25,12.0,28.08,34.0,19.0,3.17,6.19,16.59,297380.0,812.51,34.0,5433.8
7791580,10.14,21.47,10.0,33.18,35.0,16.0,2.35,11.77,16.59,129360.0,353.44,15.0,2650.08
